EIF2S1	EIF2AK1_Homo sapiens
Tbc1d23	Mapk1_Mus musculus
Dync1li1	Mapk1_Mus musculus
Dync1i2	Mapk1_Mus musculus
Tfpi	Mapk1_Mus musculus
Tanc1	Mapk1_Mus musculus
Ahnak2	Mapk1_Mus musculus
Stmn1	Mapk1_Mus musculus
Prrc2a	Mapk1_Mus musculus
Stxbp1	Mapk1_Mus musculus
Rps3	Mapk1_Mus musculus
Tp53bp2	Mapk1_Mus musculus
Mast4	Mapk1_Mus musculus
Nfatc4	Mapk1_Mus musculus
Safb2	Mapk1_Mus musculus
Nid1	Mapk1_Mus musculus
Pdxdc1	Mapk1_Mus musculus
Bcl2	Mapk1_Mus musculus
Aebp1	Mapk1_Mus musculus
Mast2	Mapk1_Mus musculus
FAK iso3	Mapk1_Mus musculus
Esr2	Mapk1_Mus musculus
Hist1h3i	Mapk1_Mus musculus
Nr5a1	Mapk1_Mus musculus
Irs2	Mapk1_Mus musculus
Ubap2	Mapk1_Mus musculus
Gtse1	Mapk1_Mus musculus
Rai14	Mapk1_Mus musculus
Dlgap5	Mapk1_Mus musculus
Atf2	Mapk1_Mus musculus
Tnfrsf1a	Mapk1_Mus musculus
Tpx2	Mapk1_Mus musculus
Map1b	Mapk1_Mus musculus
Cdc42ep2	Mapk1_Mus musculus
RBPMS iso2	Mapk1_Mus musculus
Shc1	Mapk1_Mus musculus
Atg2b	Mapk1_Mus musculus
Mast1	Mapk1_Mus musculus
Cebpb	Mapk1_Mus musculus
Noxa1	Mapk1_Mus musculus
Rcan1	Mapk1_Mus musculus
Egfr	Mapk1_Mus musculus
Cep170b	Mapk1_Mus musculus
Lmna	Mapk1_Mus musculus
Mapkapk2	Mapk1_Mus musculus
Dock1	Mapk1_Mus musculus
Rexo1	Mapk1_Mus musculus
Larp1	Mapk1_Mus musculus
Mybbp1a	Mapk1_Mus musculus
Etv3	Mapk1_Mus musculus
Cdc42ep1	Mapk1_Mus musculus
Raph1	Mapk1_Mus musculus
Stk10	Mapk1_Mus musculus
Smad4	Mapk1_Mus musculus
Ndel1	Mapk1_Mus musculus
Pgr	Mapk1_Mus musculus
Gli2	Mapk1_Mus musculus
Arhgef17	Mapk1_Mus musculus
Mcrip1	Mapk1_Mus musculus
Fam207a	Mapk1_Mus musculus
Jun	Mapk1_Mus musculus
Map2k1	Mapk1_Mus musculus
Khdrbs1	Mapk1_Mus musculus
Rell1	Mapk1_Mus musculus
Pla2g4a	Mapk1_Mus musculus
Gata4	Mapk1_Mus musculus
Rbfox2	Mapk1_Mus musculus
Rtn4	Mapk1_Mus musculus
Supt5h	Mapk1_Mus musculus
Ncor2	Mapk1_Mus musculus
Sorbs3	Mapk1_Mus musculus
Rai1	Mapk1_Mus musculus
Ets2	Mapk1_Mus musculus
Elk1	Mapk1_Mus musculus
Dnajc30	Mapk1_Mus musculus
Kcnd2	Mapk1_Mus musculus
Foxo3	Mapk1_Mus musculus
Mgea5	Mapk1_Mus musculus
Safb	Mapk1_Mus musculus
Erf	Mapk1_Mus musculus
Nup153	Mapk1_Mus musculus
Wiz	Mapk1_Mus musculus
Ugdh	Mapk1_Mus musculus
Sned1	Mapk1_Mus musculus
Eif4enif1	Mapk1_Mus musculus
Akap12	Mapk1_Mus musculus
Gja1	Mapk1_Mus musculus
DLG5	Mapk1_Mus musculus
Stat1	Mapk1_Mus musculus
Ripk3	Mapk1_Mus musculus
Th	Mapk1_Mus musculus
Ppp1ca	Cdk1_Mus musculus
Mcm4	Cdk1_Mus musculus
Cebpa	Cdk1_Mus musculus
Myod1	Cdk1_Mus musculus
Polr2a	Cdk1_Mus musculus
Pak1	Cdk1_Mus musculus
Lmna	Cdk1_Mus musculus
Crem	Cdk1_Mus musculus
Mcm3	Cdk1_Mus musculus
Src	Cdk1_Mus musculus
Cdk7	Cdk1_Mus musculus
Des	Cdk1_Mus musculus
Cdk1	Cdk1_Mus musculus
Foxo1	Cdk1_Mus musculus
Abl1	Cdk1_Mus musculus
Vim	Cdk1_Mus musculus
Ppp1r1a	Cdk1_Mus musculus
Bad	Cdk1_Mus musculus
Ccnd1	Dyrk1b_Mus musculus
Cdkn1b	Dyrk1b_Mus musculus
ID2	DYRK1B_Homo sapiens
H3F3B	DYRK1B_Homo sapiens
CCND1	DYRK1B_Homo sapiens
DYRK1B	DYRK1B_Homo sapiens
CDKN1A	DYRK1B_Homo sapiens
HNF1A	DYRK1B_Homo sapiens
SF3B1	DYRK1B_Homo sapiens
SFPQ	MKNK2_Homo sapiens
SPRY2	MKNK2_Homo sapiens
EIF4E	MKNK2_Homo sapiens
PLEC	MKNK2_Homo sapiens
Syk	Syk_Mus musculus
Ikzf1	Syk_Mus musculus
Sh3bp2	Syk_Mus musculus
Prkca	Syk_Mus musculus
Swap70	Syk_Mus musculus
Ceacam20	Syk_Mus musculus
PKCB	Syk_Mus musculus
Map4k1	Syk_Mus musculus
BAD	PIM3_Homo sapiens
IRS1	PIM3_Homo sapiens
PRDX1	LCK_Homo sapiens
SH2D2A	LCK_Homo sapiens
CD5	LCK_Homo sapiens
MED28	LCK_Homo sapiens
PLCG2	LCK_Homo sapiens
IL2RB	LCK_Homo sapiens
SHC1 iso2	LCK_Homo sapiens
CD247	LCK_Homo sapiens
SSBP3	LCK_Homo sapiens
CHN2	LCK_Homo sapiens
ZAP70	LCK_Homo sapiens
CD33	LCK_Homo sapiens
CCDC50	LCK_Homo sapiens
LCK	LCK_Homo sapiens
VAV1	LCK_Homo sapiens
PTPN6	LCK_Homo sapiens
LCP2	LCK_Homo sapiens
PECAM1	LCK_Homo sapiens
THEMIS	LCK_Homo sapiens
MAPK14	LCK_Homo sapiens
STAT2	LCK_Homo sapiens
STAT5A	LCK_Homo sapiens
SLAMF1	LCK_Homo sapiens
ADAM15	LCK_Homo sapiens
CBL	LCK_Homo sapiens
PTEN	LCK_Homo sapiens
PRKCQ	LCK_Homo sapiens
ITGB2	LCK_Homo sapiens
DGKA	LCK_Homo sapiens
ACP1	LCK_Homo sapiens
ESR1	LCK_Homo sapiens
SIGLEC10	LCK_Homo sapiens
NFKBIA	LCK_Homo sapiens
SOCS3	LCK_Homo sapiens
G3BP1	LCK_Homo sapiens
PPP2CA	LCK_Homo sapiens
ITK	LCK_Homo sapiens
EZR	LCK_Homo sapiens
WAS	LCK_Homo sapiens
DAPP1	LCK_Homo sapiens
SLC25A4	LCK_Homo sapiens
FOXP3	LCK_Homo sapiens
MET	MST1R_Homo sapiens
Tp53	Prkaa2_Mus musculus
Ikbkb	Prkaa2_Mus musculus
Acaca	Prkaa2_Mus musculus
Gfpt1	Prkaa2_Mus musculus
Tbc1d4	Prkaa2_Mus musculus
Rhoa	Stk24_Mus musculus
STAT3	RET/PTC2_Homo sapiens
RET/PTC2	RET/PTC2_Homo sapiens
SF1	UHMK1_Homo sapiens
PIMREG	UHMK1_Homo sapiens
CDKN1B	UHMK1_Homo sapiens
STMN1	UHMK1_Homo sapiens
Mst1r	Mst1r_Mus musculus
Becn1	Ulk1_Mus musculus
PELI1	IKBKE_Homo sapiens
NFATC1	IKBKE_Homo sapiens
NFKBIA	IKBKE_Homo sapiens
IRF3	IKBKE_Homo sapiens
IRF1	IKBKE_Homo sapiens
IRF7	IKBKE_Homo sapiens
DDX58	IKBKE_Homo sapiens
ESR1	IKBKE_Homo sapiens
AKT1	IKBKE_Homo sapiens
CDK2AP1	IKBKE_Homo sapiens
XIAP	IKBKE_Homo sapiens
DDX3X	IKBKE_Homo sapiens
RELA	IKBKE_Homo sapiens
FOXO3	IKBKE_Homo sapiens
GSK3A	IKBKE_Homo sapiens
Stat5a	Btk_Mus musculus
Ikzf1	Btk_Mus musculus
Btk	Btk_Mus musculus
HSF1	MAPK12_Homo sapiens
CTNNB1	MAPK12_Homo sapiens
DLG1	MAPK12_Homo sapiens
Tau iso8	MAPK12_Homo sapiens
PTPN3	MAPK12_Homo sapiens
HTRA2	MAPK12_Homo sapiens
MAPK12	MAPK12_Homo sapiens
CCND3	MAPK12_Homo sapiens
Eif2s1	Eif2ak3_Mus musculus
JNK3 iso2	MAP2K4_Homo sapiens
MAPK8	MAP2K4_Homo sapiens
JNK1 iso3	MAP2K4_Homo sapiens
MAPK14	MAP2K4_Homo sapiens
JNK1 iso2	MAP2K4_Homo sapiens
MAPK9	MAP2K4_Homo sapiens
RXRA	MAP2K4_Homo sapiens
MAPK10	MAP2K4_Homo sapiens
MAP2K4	MAP2K4_Homo sapiens
ABL1	CLK4_Homo sapiens
SGK2	PDPK1_Homo sapiens
PDPK1	PDPK1_Homo sapiens
PKN1	PDPK1_Homo sapiens
EPAS1	PDPK1_Homo sapiens
PDHA1	PDPK1_Homo sapiens
AKT2	PDPK1_Homo sapiens
ITGB3	PDPK1_Homo sapiens
PRKCZ	PDPK1_Homo sapiens
RPS6KB1	PDPK1_Homo sapiens
AKT1	PDPK1_Homo sapiens
PIP5K1C	PDPK1_Homo sapiens
MAP2K1	PDPK1_Homo sapiens
SGK3	PDPK1_Homo sapiens
AKT3	PDPK1_Homo sapiens
SGK1	PDPK1_Homo sapiens
MAP2K2	PDPK1_Homo sapiens
p70S6K iso2	PDPK1_Homo sapiens
PAK1	PDPK1_Homo sapiens
MAP3K5	PDPK1_Homo sapiens
PKN2	PDPK1_Homo sapiens
PRKCE	PDPK1_Homo sapiens
DAXX	MAP3K5_Homo sapiens
MAP2K3	MAP3K5_Homo sapiens
MAPK8	MAP3K5_Homo sapiens
MAP2K6	MAP3K5_Homo sapiens
MAP3K5	MAP3K5_Homo sapiens
STRAP	MAP3K5_Homo sapiens
MAPK14	MAP3K5_Homo sapiens
ZNF622	MAP3K5_Homo sapiens
MAPRE1	MAP3K5_Homo sapiens
PDPK1	MAP3K5_Homo sapiens
CDKN1A	MAP3K5_Homo sapiens
MAP2K4	MAP3K5_Homo sapiens
Cebpa	Cdk4_Mus musculus
Rb1	Cdk4_Mus musculus
Irs2	Cdk4_Mus musculus
Ubtf	Cdk4_Mus musculus
Map7d1	Dclk1_Mus musculus
Dclk1	Dclk1_Mus musculus
Eif2s1	Eif2ak4_Mus musculus
EIF4G3	CAMK1G_Homo sapiens
KDR	KDR_Homo sapiens
PFN1	KDR_Homo sapiens
ADRB2	GRK5_Homo sapiens
GRK5	GRK5_Homo sapiens
ST13	GRK5_Homo sapiens
TP53	GRK5_Homo sapiens
SNCA	GRK5_Homo sapiens
XRCC1	CSNK2A2_Homo sapiens
CTNNB1	CSNK2A2_Homo sapiens
SRPK1	CSNK2A2_Homo sapiens
SMC3	CSNK2A2_Homo sapiens
CSNK2B	CSNK2A2_Homo sapiens
CCNH	CSNK2A2_Homo sapiens
CDC37	CSNK2A2_Homo sapiens
NKX3-1	CSNK2A2_Homo sapiens
TYMS	CSNK2A2_Homo sapiens
HSF1	CSNK2A2_Homo sapiens
ENG	ACVRL1_Homo sapiens
LRRK2	LRRK2_Homo sapiens
RDX	LRRK2_Homo sapiens
EZR	LRRK2_Homo sapiens
TP53	LRRK2_Homo sapiens
RPS11	LRRK2_Homo sapiens
RAB5B	LRRK2_Homo sapiens
AKT1	LRRK2_Homo sapiens
NSF	LRRK2_Homo sapiens
RPS15	LRRK2_Homo sapiens
MSN	LRRK2_Homo sapiens
Tau iso8	LRRK2_Homo sapiens
SNAPIN	LRRK2_Homo sapiens
Nfkbia	Ikbke_Mus musculus
Ikbke	Ikbke_Mus musculus
NCOR2	SIK1_Homo sapiens
PXN	MAPK14_Homo sapiens
AIMP2	MAPK14_Homo sapiens
MEF2A	MAPK14_Homo sapiens
NR3C1	MAPK14_Homo sapiens
SLC9A1	MAPK14_Homo sapiens
ATF2	MAPK14_Homo sapiens
DROSHA	MAPK14_Homo sapiens
STAT1	MAPK14_Homo sapiens
FOXC2	MAPK14_Homo sapiens
DDIT3	MAPK14_Homo sapiens
SREBP-1 iso3	MAPK14_Homo sapiens
NCF1	MAPK14_Homo sapiens
CDKN1A	MAPK14_Homo sapiens
TAB1	MAPK14_Homo sapiens
KARS	MAPK14_Homo sapiens
JDP2	MAPK14_Homo sapiens
PIP4K2B	MAPK14_Homo sapiens
ADAM17	MAPK14_Homo sapiens
HSPB1	MAPK14_Homo sapiens
ESR1	MAPK14_Homo sapiens
SHC1	MAPK14_Homo sapiens
NOXA1	MAPK14_Homo sapiens
ETV6	MAPK14_Homo sapiens
FPR1	MAPK14_Homo sapiens
MKL1	MAPK14_Homo sapiens
PPARGC1A	MAPK14_Homo sapiens
GSK3B	MAPK14_Homo sapiens
Kv7.2 iso4	MAPK14_Homo sapiens
MKNK1	MAPK14_Homo sapiens
NCOA3	MAPK14_Homo sapiens
LIMK1	MAPK14_Homo sapiens
TWIST1	MAPK14_Homo sapiens
MAPKAPK2	MAPK14_Homo sapiens
PDX1	MAPK14_Homo sapiens
EIF2AK2	MAPK14_Homo sapiens
RPS6KA5	MAPK14_Homo sapiens
MAOA	MAPK14_Homo sapiens
PTPN7	MAPK14_Homo sapiens
CASP8	MAPK14_Homo sapiens
HSF1	MAPK14_Homo sapiens
DDX5	MAPK14_Homo sapiens
Mnk1 iso2	MAPK14_Homo sapiens
TP53	MAPK14_Homo sapiens
KCNB1	MAPK14_Homo sapiens
BAZ1B	MAPK14_Homo sapiens
ELAVL1	MAPK14_Homo sapiens
SLC6A4	MAPK14_Homo sapiens
PAK6	MAPK14_Homo sapiens
EGFR	MAPK14_Homo sapiens
MEF2C iso3	MAPK14_Homo sapiens
CASP3	MAPK14_Homo sapiens
S100A9	MAPK14_Homo sapiens
MAFA	MAPK14_Homo sapiens
NFATC4	MAPK14_Homo sapiens
CORO1B	MAPK14_Homo sapiens
FOXO3	MAPK14_Homo sapiens
EPS15	MAPK14_Homo sapiens
HBP1	MAPK14_Homo sapiens
MAPKAPK5	MAPK14_Homo sapiens
RPS27	MAPK14_Homo sapiens
GJA1	MAPK14_Homo sapiens
Tip60 iso2	MAPK14_Homo sapiens
HNF4A	MAPK14_Homo sapiens
KRT8	MAPK14_Homo sapiens
FGFR1	MAPK14_Homo sapiens
MDM4	MAPK14_Homo sapiens
NFATC1	MAPK14_Homo sapiens
CDX2	MAPK14_Homo sapiens
EEA1	MAPK14_Homo sapiens
F3	MAPK14_Homo sapiens
RPS6KA4	MAPK14_Homo sapiens
USF1	MAPK14_Homo sapiens
AR	MAPK14_Homo sapiens
RB1	MAPK14_Homo sapiens
IFNAR1	MAPK14_Homo sapiens
STAT3	MAPK14_Homo sapiens
BCL2	MAPK14_Homo sapiens
CCND2	MAPK14_Homo sapiens
ELK1	MAPK14_Homo sapiens
SOX9	MAPK14_Homo sapiens
RBPJ	MAPK14_Homo sapiens
BCL2L1	MAPK14_Homo sapiens
RBSN	MAPK14_Homo sapiens
PRKCE	MAPK14_Homo sapiens
SREBF1	MAPK14_Homo sapiens
CRYAB	MAPK14_Homo sapiens
EZH2	MAPK14_Homo sapiens
EWSR1	MAPK14_Homo sapiens
BACE1	MAPK14_Homo sapiens
SMAD9	MAPK14_Homo sapiens
KHSRP	MAPK14_Homo sapiens
ZNHIT1	MAPK14_Homo sapiens
EIF2S1	MAPK14_Homo sapiens
KAT5	MAPK14_Homo sapiens
SKP2	MAPK14_Homo sapiens
ATF6	MAPK14_Homo sapiens
Dapk2	Akt3_Mus musculus
NUMB	AAK1_Homo sapiens
AP2M1	AAK1_Homo sapiens
CLDN7	WNK4_Homo sapiens
FES	FES_Homo sapiens
BCR	FES_Homo sapiens
NSF	FES_Homo sapiens
NCOA3	CHUK_Homo sapiens
NFKB1	CHUK_Homo sapiens
ESR1	CHUK_Homo sapiens
TRAF4	CHUK_Homo sapiens
NFKBIA	CHUK_Homo sapiens
FOXA2	CHUK_Homo sapiens
NFKB2	CHUK_Homo sapiens
RELB	CHUK_Homo sapiens
ATG16L1	CHUK_Homo sapiens
CTNNB1	CHUK_Homo sapiens
CREBBP	CHUK_Homo sapiens
MTOR	CHUK_Homo sapiens
NCOR2	CHUK_Homo sapiens
BBC3	CHUK_Homo sapiens
RELA	CHUK_Homo sapiens
TAX1BP1 iso2	CHUK_Homo sapiens
ELAVL1	CHUK_Homo sapiens
CCND1	CHUK_Homo sapiens
FOXO3	CHUK_Homo sapiens
REL	CHUK_Homo sapiens
NR1I2	CDK2_Homo sapiens
SNAPIN	CDK2_Homo sapiens
RAD9A	CDK2_Homo sapiens
PELP1	CDK2_Homo sapiens
ZYX	CDK2_Homo sapiens
MCL1	CDK2_Homo sapiens
RBL2	CDK2_Homo sapiens
BARD1	CDK2_Homo sapiens
SF3B1	CDK2_Homo sapiens
MED1	CDK2_Homo sapiens
BTG1	CDK2_Homo sapiens
NCL	CDK2_Homo sapiens
NOSIP	CDK2_Homo sapiens
EEF2	CDK2_Homo sapiens
RRN3	CDK2_Homo sapiens
CDT1	CDK2_Homo sapiens
MCM3	CDK2_Homo sapiens
ANKRD17	CDK2_Homo sapiens
NUP153	CDK2_Homo sapiens
PDS5B	CDK2_Homo sapiens
CHEK1	CDK2_Homo sapiens
MKL1	CDK2_Homo sapiens
EPB41L3	CDK2_Homo sapiens
SORBS3	CDK2_Homo sapiens
MARCKS	CDK2_Homo sapiens
AARS2	CDK2_Homo sapiens
ZMYM3	CDK2_Homo sapiens
ILF3	CDK2_Homo sapiens
RALY	CDK2_Homo sapiens
ATF2	CDK2_Homo sapiens
BAP18	CDK2_Homo sapiens
RNF4	CDK2_Homo sapiens
DMAP1	CDK2_Homo sapiens
ITGB3BP	CDK2_Homo sapiens
EML3	CDK2_Homo sapiens
CDKN1A	CDK2_Homo sapiens
EYA3	CDK2_Homo sapiens
C9orf40	CDK2_Homo sapiens
BAZ2A	CDK2_Homo sapiens
SPDL1	CDK2_Homo sapiens
SRRM1	CDK2_Homo sapiens
XRCC1	CDK2_Homo sapiens
TCOF1	CDK2_Homo sapiens
ING5	CDK2_Homo sapiens
ELF4	CDK2_Homo sapiens
TFAM	CDK2_Homo sapiens
DNM2	CDK2_Homo sapiens
PTPN12	CDK2_Homo sapiens
CHD4	CDK2_Homo sapiens
GATA3	CDK2_Homo sapiens
ARID1A	CDK2_Homo sapiens
TERF2	CDK2_Homo sapiens
POLL	CDK2_Homo sapiens
MTA2	CDK2_Homo sapiens
DIAPH3	CDK2_Homo sapiens
ELK4	CDK2_Homo sapiens
ESR1	CDK2_Homo sapiens
FOXO1	CDK2_Homo sapiens
ZC3HC1	CDK2_Homo sapiens
IMPDH2	CDK2_Homo sapiens
SUDS3	CDK2_Homo sapiens
LIG1	CDK2_Homo sapiens
PPP1CA	CDK2_Homo sapiens
NUP133	CDK2_Homo sapiens
PTHLH	CDK2_Homo sapiens
CDC6	CDK2_Homo sapiens
AFDN	CDK2_Homo sapiens
PRKAR1A	CDK2_Homo sapiens
UBXN1	CDK2_Homo sapiens
NCAPH	CDK2_Homo sapiens
CDC25A	CDK2_Homo sapiens
RBM27	CDK2_Homo sapiens
TBCE	CDK2_Homo sapiens
PARP10	CDK2_Homo sapiens
CRTC2	CDK2_Homo sapiens
TP73	CDK2_Homo sapiens
HNRNPH1	CDK2_Homo sapiens
RBBP8	CDK2_Homo sapiens
PRPF31	CDK2_Homo sapiens
AMOT	CDK2_Homo sapiens
TERF2IP	CDK2_Homo sapiens
TK1	CDK2_Homo sapiens
FAM168B	CDK2_Homo sapiens
TPR	CDK2_Homo sapiens
MTA1	CDK2_Homo sapiens
DHX38	CDK2_Homo sapiens
AKIRIN2	CDK2_Homo sapiens
CC2D1A	CDK2_Homo sapiens
FAM122A	CDK2_Homo sapiens
HIRA	CDK2_Homo sapiens
FOXK2	CDK2_Homo sapiens
GMPS	CDK2_Homo sapiens
CDC25C	CDK2_Homo sapiens
PBRM1	CDK2_Homo sapiens
KDM2A	CDK2_Homo sapiens
NPAT	CDK2_Homo sapiens
AML1 iso8	CDK2_Homo sapiens
MICALL1	CDK2_Homo sapiens
PHF6	CDK2_Homo sapiens
IREB2	CDK2_Homo sapiens
TNKS1BP1	CDK2_Homo sapiens
HNRNPUL1	CDK2_Homo sapiens
RPL12	CDK2_Homo sapiens
FZR1	CDK2_Homo sapiens
UBE2A	CDK2_Homo sapiens
NUDC	CDK2_Homo sapiens
PYCR2	CDK2_Homo sapiens
EIF2A	CDK2_Homo sapiens
POLR2A	CDK2_Homo sapiens
FOXM1 iso2	CDK2_Homo sapiens
CDK16	CDK2_Homo sapiens
THRAP3	CDK2_Homo sapiens
C1orf198	CDK2_Homo sapiens
RPA2	CDK2_Homo sapiens
MCM2	CDK2_Homo sapiens
CDKN2D	CDK2_Homo sapiens
DPYSL3	CDK2_Homo sapiens
WRN	CDK2_Homo sapiens
LRWD1	CDK2_Homo sapiens
TICRR	CDK2_Homo sapiens
ADD1	CDK2_Homo sapiens
POLM	CDK2_Homo sapiens
VIPAS39	CDK2_Homo sapiens
MCM4	CDK2_Homo sapiens
DLGAP5	CDK2_Homo sapiens
PGR	CDK2_Homo sapiens
DDX3X	CDK2_Homo sapiens
QTRT1	CDK2_Homo sapiens
EGLN2	CDK2_Homo sapiens
TSPYL2	CDK2_Homo sapiens
TCF3	CDK2_Homo sapiens
SPAG9	CDK2_Homo sapiens
ZBTB16	CDK2_Homo sapiens
ARID4A	CDK2_Homo sapiens
CROCC iso2	CDK2_Homo sapiens
EIF4G1	CDK2_Homo sapiens
NOB1	CDK2_Homo sapiens
NUP107	CDK2_Homo sapiens
CCDC6	CDK2_Homo sapiens
DLG1	CDK2_Homo sapiens
USP37	CDK2_Homo sapiens
TP53	CDK2_Homo sapiens
ANKLE2	CDK2_Homo sapiens
NELFA	CDK2_Homo sapiens
CIC	CDK2_Homo sapiens
KIF22	CDK2_Homo sapiens
ZHX1	CDK2_Homo sapiens
SNRNP70	CDK2_Homo sapiens
CENPF	CDK2_Homo sapiens
MDC1	CDK2_Homo sapiens
ATRIP	CDK2_Homo sapiens
CDK7	CDK2_Homo sapiens
LMNB2	CDK2_Homo sapiens
NPM1	CDK2_Homo sapiens
PPP1R12C	CDK2_Homo sapiens
CRMP1	CDK2_Homo sapiens
ORC2	CDK2_Homo sapiens
LRCH3	CDK2_Homo sapiens
TFCP2	CDK2_Homo sapiens
ID3	CDK2_Homo sapiens
RB1	CDK2_Homo sapiens
SUPT5H	CDK2_Homo sapiens
SCML2	CDK2_Homo sapiens
AR	CDK2_Homo sapiens
PRPF3	CDK2_Homo sapiens
SRSF11	CDK2_Homo sapiens
CDK9	CDK2_Homo sapiens
MRPS18B	CDK2_Homo sapiens
ZC3H18	CDK2_Homo sapiens
ORC1	CDK2_Homo sapiens
BLM	CDK2_Homo sapiens
DNM1L	CDK2_Homo sapiens
RBL1	CDK2_Homo sapiens
UNG	CDK2_Homo sapiens
TOPBP1	CDK2_Homo sapiens
DPF2	CDK2_Homo sapiens
VIM	CDK2_Homo sapiens
ADD3	CDK2_Homo sapiens
INCA1	CDK2_Homo sapiens
GRK2	CDK2_Homo sapiens
RPS27	CDK2_Homo sapiens
CDC7	CDK2_Homo sapiens
CDK2	CDK2_Homo sapiens
GTF2I	CDK2_Homo sapiens
NUMA1	CDK2_Homo sapiens
ELAVL1	CDK2_Homo sapiens
CCNE1	CDK2_Homo sapiens
ARHGAP19	CDK2_Homo sapiens
C2orf49	CDK2_Homo sapiens
PYCR1	CDK2_Homo sapiens
HNRNPD	CDK2_Homo sapiens
RRM2	CDK2_Homo sapiens
STMN1	CDK2_Homo sapiens
XRCC6	CDK2_Homo sapiens
SNW1	CDK2_Homo sapiens
HIST1H1A	CDK2_Homo sapiens
PPP1R35	CDK2_Homo sapiens
NUP98	CDK2_Homo sapiens
RPL11	CDK2_Homo sapiens
BOD1L1	CDK2_Homo sapiens
DBNL	CDK2_Homo sapiens
CTTN	CDK2_Homo sapiens
HMGN5	CDK2_Homo sapiens
CDC5L	CDK2_Homo sapiens
GORASP2	CDK2_Homo sapiens
EIF4A3	CDK2_Homo sapiens
POLH	CDK2_Homo sapiens
APC	CDK2_Homo sapiens
CDX2	CDK2_Homo sapiens
UBE2O	CDK2_Homo sapiens
TUBG1	CDK2_Homo sapiens
CHD7	CDK2_Homo sapiens
TPX2	CDK2_Homo sapiens
KMT2D	CDK2_Homo sapiens
PML	CDK2_Homo sapiens
GTF2F1	CDK2_Homo sapiens
SRSF9	CDK2_Homo sapiens
CALD1	CDK2_Homo sapiens
LIG3	CDK2_Homo sapiens
PRRC2A	CDK2_Homo sapiens
CCNA2	CDK2_Homo sapiens
RPS27L	CDK2_Homo sapiens
KAT7	CDK2_Homo sapiens
ZNF609	CDK2_Homo sapiens
PTPN2 iso2	CDK2_Homo sapiens
SAMHD1	CDK2_Homo sapiens
POU2F1	CDK2_Homo sapiens
EFHD2	CDK2_Homo sapiens
EZH2	CDK2_Homo sapiens
UHRF1 iso2	CDK2_Homo sapiens
NUFIP2	CDK2_Homo sapiens
JPT2	CDK2_Homo sapiens
SUPT6H	CDK2_Homo sapiens
FOXC1	CDK2_Homo sapiens
MTHFD1L	CDK2_Homo sapiens
UHRF1	CDK2_Homo sapiens
SETDB1	CDK2_Homo sapiens
NBN	CDK2_Homo sapiens
LARP1	CDK2_Homo sapiens
INO80E	CDK2_Homo sapiens
MACF1	CDK2_Homo sapiens
MCM7	CDK2_Homo sapiens
PAICS	CDK2_Homo sapiens
CAMSAP1	CDK2_Homo sapiens
GIGYF2	CDK2_Homo sapiens
NDE1	CDK2_Homo sapiens
RPS3	CDK2_Homo sapiens
GATAD2A	CDK2_Homo sapiens
DTL	CDK2_Homo sapiens
TP53BP1	CDK2_Homo sapiens
MKI67	CDK2_Homo sapiens
RAD18	CDK2_Homo sapiens
DNMT1	CDK2_Homo sapiens
TSR1	CDK2_Homo sapiens
CCNO	CDK2_Homo sapiens
CTTNBP2NL	CDK2_Homo sapiens
ERAL1	CDK2_Homo sapiens
HMGA1	CDK2_Homo sapiens
HNRNPK	CDK2_Homo sapiens
BRCA1	CDK2_Homo sapiens
NUCKS1	CDK2_Homo sapiens
TP63	CDK2_Homo sapiens
ZC3H11A	CDK2_Homo sapiens
SIRT2	CDK2_Homo sapiens
HNRNPH2	CDK2_Homo sapiens
SLAIN2	CDK2_Homo sapiens
SKP2	CDK2_Homo sapiens
C6orf106	CDK2_Homo sapiens
TANC1	CDK2_Homo sapiens
ALDH5A1	CDK2_Homo sapiens
HIST1H1E	CDK2_Homo sapiens
CDKN1B	CDK2_Homo sapiens
SIRT2 iso2	CDK2_Homo sapiens
TOR1AIP1	CDK2_Homo sapiens
CEP76	CDK2_Homo sapiens
Pim1	Bmx_Mus musculus
LEF1	NLK_Homo sapiens
SMAD4	NLK_Homo sapiens
TCF7L2	NLK_Homo sapiens
RPTOR	NLK_Homo sapiens
YAP1	NLK_Homo sapiens
FOXO1	NLK_Homo sapiens
HIST1H3J	TGM2_Homo sapiens
Wnk4	Wnk4_Mus musculus
Stk39	Wnk4_Mus musculus
ENPP3	ENPP3_Homo sapiens
EEF2K	EEF2K_Homo sapiens
Map3k3	Map2k3_Mus musculus
Ret	Ret_Mus musculus
VASP	PRKG1_Homo sapiens
RAP1B	PRKG1_Homo sapiens
GATA4	PRKG1_Homo sapiens
RHOA	PRKG1_Homo sapiens
SRF	PRKG1_Homo sapiens
TXA2-R iso2	PRKG1_Homo sapiens
CBS	PRKG1_Homo sapiens
TRPC6	PRKG1_Homo sapiens
HRH1	PRKG1_Homo sapiens
RGS18	PRKG1_Homo sapiens
FHOD1	PRKG1_Homo sapiens
GTF2I	PRKG1_Homo sapiens
ORAI1	PRKG1_Homo sapiens
LASP1	PRKG1_Homo sapiens
PPP1R14A	PRKG1_Homo sapiens
TRPC3 iso3	PRKG1_Homo sapiens
RAP1GAP2	PRKG1_Homo sapiens
TTN	PRKG1_Homo sapiens
LIPE	PRKG1_Homo sapiens
RGS2	PRKG1_Homo sapiens
